"Tabela 9542 - Pessoas de 15 anos ou mais de idade, total e as alfabetizadas, por sexo, cor ou raça e grupos de idade"
"Variável - Pessoas de 15 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Ano x Alfabetização x Sexo"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"2022"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Total";;;"Alfabetizadas";;;"Não alfabetizadas"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"31";"Minas Gerais";"Parda";"25 a 34 anos";"1486085";"736134";"749951";"1464943";"722120";"742823";"21142";"14014";"7128"
"31";"Minas Gerais";"Parda";"35 a 44 anos";"1518079";"747089";"770990";"1473567";"719482";"754085";"44512";"27607";"16905"
"31";"Minas Gerais";"Parda";"45 a 54 anos";"1247052";"609467";"637585";"1167024";"564714";"602310";"80028";"44753";"35275"
"31";"Minas Gerais";"Parda";"55 a 64 anos";"1017896";"486400";"531496";"905088";"429189";"475899";"112808";"57211";"55597"
"31";"Minas Gerais";"Parda";"65 anos ou mais";"987539";"449166";"538373";"746430";"349047";"397383";"241109";"100119";"140990"
"31";"Minas Gerais";"Indígena";"Total";"24608";"11878";"12730";"21168";"10184";"10984";"3440";"1694";"1746"
"31";"Minas Gerais";"Indígena";"15 a 19 anos";"2626";"1300";"1326";"2443";"1208";"1235";"183";"92";"91"
"31";"Minas Gerais";"Indígena";"20 a 24 anos";"2793";"1383";"1410";"2650";"1302";"1348";"143";"81";"62"
"31";"Minas Gerais";"Indígena";"25 a 34 anos";"4854";"2474";"2380";"4608";"2325";"2283";"246";"149";"97"
"31";"Minas Gerais";"Indígena";"35 a 44 anos";"4407";"2200";"2207";"3934";"1920";"2014";"473";"280";"193"
"31";"Minas Gerais";"Indígena";"45 a 54 anos";"3497";"1725";"1772";"2991";"1431";"1560";"506";"294";"212"
"31";"Minas Gerais";"Indígena";"55 a 64 anos";"2985";"1376";"1609";"2309";"1042";"1267";"676";"334";"342"
"31";"Minas Gerais";"Indígena";"65 anos ou mais";"3446";"1420";"2026";"2233";"956";"1277";"1213";"464";"749"
"32";"Espírito Santo";"Total";"Total";"3092216";"1491717";"1600499";"2918368";"1409404";"1508964";"173848";"82313";"91535"
"32";"Espírito Santo";"Total";"15 a 19 anos";"256029";"130241";"125788";"253225";"128415";"124810";"2804";"1826";"978"
"32";"Espírito Santo";"Total";"20 a 24 anos";"276033";"138739";"137294";"273062";"136831";"136231";"2971";"1908";"1063"
"32";"Espírito Santo";"Total";"25 a 34 anos";"570974";"280599";"290375";"564186";"276265";"287921";"6788";"4334";"2454"
"32";"Espírito Santo";"Total";"35 a 44 anos";"629235";"306871";"322364";"615143";"298509";"316634";"14092";"8362";"5730"
"32";"Espírito Santo";"Total";"45 a 54 anos";"503318";"243761";"259557";"478896";"230601";"248295";"24422";"13160";"11262"
"32";"Espírito Santo";"Total";"55 a 64 anos";"425644";"200706";"224938";"387027";"181860";"205167";"38617";"18846";"19771"
"32";"Espírito Santo";"Total";"65 anos ou mais";"430983";"190800";"240183";"346829";"156923";"189906";"84154";"33877";"50277"
"32";"Espírito Santo";"Branca";"Total";"1209706";"567347";"642359";"1157163";"543155";"614008";"52543";"24192";"28351"
"32";"Espírito Santo";"Branca";"15 a 19 anos";"85655";"42544";"43111";"84858";"42042";"42816";"797";"502";"295"
"32";"Espírito Santo";"Branca";"20 a 24 anos";"93702";"45979";"47723";"92877";"45476";"47401";"825";"503";"322"
"32";"Espírito Santo";"Branca";"25 a 34 anos";"202303";"97658";"104645";"200500";"96574";"103926";"1803";"1084";"719"
"32";"Espírito Santo";"Branca";"35 a 44 anos";"234859";"111920";"122939";"231507";"109944";"121563";"3352";"1976";"1376"
"32";"Espírito Santo";"Branca";"45 a 54 anos";"194537";"91533";"103004";"188487";"88205";"100282";"6050";"3328";"2722"
"32";"Espírito Santo";"Branca";"55 a 64 anos";"183586";"85022";"98564";"173528";"79914";"93614";"10058";"5108";"4950"
"32";"Espírito Santo";"Branca";"65 anos ou mais";"215064";"92691";"122373";"185406";"81000";"104406";"29658";"11691";"17967"
"32";"Espírito Santo";"Preta";"Total";"369440";"190761";"178679";"339241";"175500";"163741";"30199";"15261";"14938"
"32";"Espírito Santo";"Preta";"15 a 19 anos";"29395";"15377";"14018";"29032";"15133";"13899";"363";"244";"119"
"32";"Espírito Santo";"Preta";"20 a 24 anos";"36667";"19123";"17544";"36208";"18802";"17406";"459";"321";"138"
"32";"Espírito Santo";"Preta";"25 a 34 anos";"75250";"39787";"35463";"74167";"39050";"35117";"1083";"737";"346"
"32";"Espírito Santo";"Preta";"35 a 44 anos";"78926";"41413";"37513";"76391";"39800";"36591";"2535";"1613";"922"
"32";"Espírito Santo";"Preta";"45 a 54 anos";"60053";"31515";"28538";"55457";"28882";"26575";"4596";"2633";"1963"
"32";"Espírito Santo";"Preta";"55 a 64 anos";"46748";"23725";"23023";"39376";"19946";"19430";"7372";"3779";"3593"
"32";"Espírito Santo";"Preta";"65 anos ou mais";"42401";"19821";"22580";"28610";"13887";"14723";"13791";"5934";"7857"
"32";"Espírito Santo";"Amarela";"Total";"3594";"1639";"1955";"3467";"1578";"1889";"127";"61";"66"
"32";"Espírito Santo";"Amarela";"15 a 19 anos";"264";"107";"157";"260";"105";"155";"4";"2";"2"
"32";"Espírito Santo";"Amarela";"20 a 24 anos";"300";"127";"173";"296";"124";"172";"4";"3";"1"
"32";"Espírito Santo";"Amarela";"25 a 34 anos";"697";"316";"381";"691";"311";"380";"6";"5";"1"
"32";"Espírito Santo";"Amarela";"35 a 44 anos";"854";"372";"482";"838";"363";"475";"16";"9";"7"
"32";"Espírito Santo";"Amarela";"45 a 54 anos";"528";"238";"290";"508";"224";"284";"20";"14";"6"
"32";"Espírito Santo";"Amarela";"55 a 64 anos";"373";"178";"195";"350";"166";"184";"23";"12";"11"
"32";"Espírito Santo";"Amarela";"65 anos ou mais";"578";"301";"277";"524";"285";"239";"54";"16";"38"
"32";"Espírito Santo";"Parda";"Total";"1500251";"727532";"772719";"1410129";"685078";"725051";"90122";"42454";"47668"
"32";"Espírito Santo";"Parda";"15 a 19 anos";"139845";"71758";"68087";"138217";"70687";"67530";"1628";"1071";"557"
"32";"Espírito Santo";"Parda";"20 a 24 anos";"144445";"73055";"71390";"142773";"71983";"70790";"1672";"1072";"600"
"32";"Espírito Santo";"Parda";"25 a 34 anos";"291033";"141995";"149038";"287165";"139501";"147664";"3868";"2494";"1374"
"32";"Espírito Santo";"Parda";"35 a 44 anos";"312839";"152307";"160532";"304709";"147574";"157135";"8130";"4733";"3397"
"32";"Espírito Santo";"Parda";"45 a 54 anos";"246686";"119718";"126968";"233034";"112575";"120459";"13652";"7143";"6509"
"32";"Espírito Santo";"Parda";"55 a 64 anos";"193724";"91238";"102486";"172793";"81386";"91407";"20931";"9852";"11079"
"32";"Espírito Santo";"Parda";"65 anos ou mais";"171679";"77461";"94218";"131438";"61372";"70066";"40241";"16089";"24152"
"32";"Espírito Santo";"Indígena";"Total";"9163";"4410";"4753";"8313";"4067";"4246";"850";"343";"507"
"32";"Espírito Santo";"Indígena";"15 a 19 anos";"868";"455";"413";"857";"448";"409";"11";"7";"4"
"32";"Espírito Santo";"Indígena";"20 a 24 anos";"915";"454";"461";"904";"445";"459";"11";"9";"2"
"32";"Espírito Santo";"Indígena";"25 a 34 anos";"1687";"841";"846";"1659";"827";"832";"28";"14";"14"
"32";"Espírito Santo";"Indígena";"35 a 44 anos";"1742";"851";"891";"1683";"820";"863";"59";"31";"28"
"32";"Espírito Santo";"Indígena";"45 a 54 anos";"1501";"752";"749";"1400";"711";"689";"101";"41";"60"
"32";"Espírito Santo";"Indígena";"55 a 64 anos";"1203";"538";"665";"971";"443";"528";"232";"95";"137"
"32";"Espírito Santo";"Indígena";"65 anos ou mais";"1247";"519";"728";"839";"373";"466";"408";"146";"262"
"33";"Rio de Janeiro";"Total";"Total";"13199028";"6122668";"7076360";"12766164";"5920157";"6846007";"432864";"202511";"230353"
"33";"Rio de Janeiro";"Total";"15 a 19 anos";"1011978";"513939";"498039";"1001553";"507179";"494374";"10425";"6760";"3665"
"33";"Rio de Janeiro";"Total";"20 a 24 anos";"1149011";"570077";"578934";"1137670";"562819";"574851";"11341";"7258";"4083"
"33";"Rio de Janeiro";"Total";"25 a 34 anos";"2323258";"1115261";"1207997";"2298962";"1100201";"1198761";"24296";"15060";"9236"
"33";"Rio de Janeiro";"Total";"35 a 44 anos";"2507605";"1185549";"1322056";"2466822";"1161662";"1305160";"40783";"23887";"16896"
"33";"Rio de Janeiro";"Total";"45 a 54 anos";"2171172";"1013851";"1157321";"2101944";"975957";"1125987";"69228";"37894";"31334"
"33";"Rio de Janeiro";"Total";"55 a 64 anos";"1932813";"874193";"1058620";"1841796";"830599";"1011197";"91017";"43594";"47423"
"33";"Rio de Janeiro";"Total";"65 anos ou mais";"2103191";"849798";"1253393";"1917417";"781740";"1135677";"185774";"68058";"117716"
"33";"Rio de Janeiro";"Branca";"Total";"5591419";"2502766";"3088653";"5456151";"2440860";"3015291";"135268";"61906";"73362"
"33";"Rio de Janeiro";"Branca";"15 a 19 anos";"379998";"188214";"191784";"376662";"186108";"190554";"3336";"2106";"1230"
"33";"Rio de Janeiro";"Branca";"20 a 24 anos";"436394";"211529";"224865";"432868";"209358";"223510";"3526";"2171";"1355"
"33";"Rio de Janeiro";"Branca";"25 a 34 anos";"900832";"423092";"477740";"893756";"418934";"474822";"7076";"4158";"2918"
"33";"Rio de Janeiro";"Branca";"35 a 44 anos";"1007234";"460039";"547195";"995584";"453294";"542290";"11650";"6745";"4905"
"33";"Rio de Janeiro";"Branca";"45 a 54 anos";"898196";"403053";"495143";"878593";"392337";"486256";"19603";"10716";"8887"
"33";"Rio de Janeiro";"Branca";"55 a 64 anos";"868102";"382773";"485329";"841293";"369853";"471440";"26809";"12920";"13889"
"33";"Rio de Janeiro";"Branca";"65 anos ou mais";"1100663";"434066";"666597";"1037395";"410976";"626419";"63268";"23090";"40178"
"33";"Rio de Janeiro";"Preta";"Total";"2207841";"1044453";"1163388";"2109450";"999014";"1110436";"98391";"45439";"52952"
"33";"Rio de Janeiro";"Preta";"15 a 19 anos";"170076";"87245";"82831";"168085";"85908";"82177";"1991";"1337";"654"
"33";"Rio de Janeiro";"Preta";"20 a 24 anos";"211266";"106839";"104427";"208749";"105132";"103617";"2517";"1707";"810"
"33";"Rio de Janeiro";"Preta";"25 a 34 anos";"429190";"212445";"216745";"423739";"208887";"214852";"5451";"3558";"1893"
"33";"Rio de Janeiro";"Preta";"35 a 44 anos";"440267";"214406";"225861";"430836";"208802";"222034";"9431";"5604";"3827"
"33";"Rio de Janeiro";"Preta";"45 a 54 anos";"366562";"175034";"191528";"350345";"166229";"184116";"16217";"8805";"7412"
"33";"Rio de Janeiro";"Preta";"55 a 64 anos";"300873";"135332";"165541";"279758";"125474";"154284";"21115";"9858";"11257"
"33";"Rio de Janeiro";"Preta";"65 anos ou mais";"289607";"113152";"176455";"247938";"98582";"149356";"41669";"14570";"27099"
"33";"Rio de Janeiro";"Amarela";"Total";"18908";"8458";"10450";"18290";"8180";"10110";"618";"278";"340"
"33";"Rio de Janeiro";"Amarela";"15 a 19 anos";"1098";"510";"588";"1094";"507";"587";"4";"3";"1"
"33";"Rio de Janeiro";"Amarela";"20 a 24 anos";"1388";"592";"796";"1377";"586";"791";"11";"6";"5"
"33";"Rio de Janeiro";"Amarela";"25 a 34 anos";"3244";"1389";"1855";"3182";"1349";"1833";"62";"40";"22"
"33";"Rio de Janeiro";"Amarela";"35 a 44 anos";"4051";"1827";"2224";"3968";"1781";"2187";"83";"46";"37"
"33";"Rio de Janeiro";"Amarela";"45 a 54 anos";"3059";"1353";"1706";"2949";"1311";"1638";"110";"42";"68"
"33";"Rio de Janeiro";"Amarela";"55 a 64 anos";"2364";"1104";"1260";"2235";"1048";"1187";"129";"56";"73"
"33";"Rio de Janeiro";"Amarela";"65 anos ou mais";"3704";"1683";"2021";"3485";"1598";"1887";"219";"85";"134"
"33";"Rio de Janeiro";"Parda";"Total";"5366295";"2560587";"2805708";"5168426";"2465985";"2702441";"197869";"94602";"103267"
"33";"Rio de Janeiro";"Parda";"15 a 19 anos";"460011";"237563";"222448";"454926";"234257";"220669";"5085";"3306";"1779"
"33";"Rio de Janeiro";"Parda";"20 a 24 anos";"498997";"250627";"248370";"493724";"247258";"246466";"5273";"3369";"1904"
"33";"Rio de Janeiro";"Parda";"25 a 34 anos";"987532";"477153";"510379";"975863";"469869";"505994";"11669";"7284";"4385"
"33";"Rio de Janeiro";"Parda";"35 a 44 anos";"1053187";"507931";"545256";"1033626";"496470";"537156";"19561";"11461";"8100"
"33";"Rio de Janeiro";"Parda";"45 a 54 anos";"900909";"433334";"467575";"867709";"415054";"452655";"33200";"18280";"14920"
"33";"Rio de Janeiro";"Parda";"55 a 64 anos";"759233";"354042";"405191";"716422";"333344";"383078";"42811";"20698";"22113"
"33";"Rio de Janeiro";"Parda";"65 anos ou mais";"706426";"299937";"406489";"626156";"269733";"356423";"80270";"30204";"50066"
"33";"Rio de Janeiro";"Indígena";"Total";"14093";"6191";"7902";"13397";"5918";"7479";"696";"273";"423"
"33";"Rio de Janeiro";"Indígena";"15 a 19 anos";"774";"397";"377";"765";"389";"376";"9";"8";"1"
"33";"Rio de Janeiro";"Indígena";"20 a 24 anos";"935";"472";"463";"921";"467";"454";"14";"5";"9"
"33";"Rio de Janeiro";"Indígena";"25 a 34 anos";"2373";"1140";"1233";"2336";"1120";"1216";"37";"20";"17"
"33";"Rio de Janeiro";"Indígena";"35 a 44 anos";"2761";"1293";"1468";"2706";"1264";"1442";"55";"29";"26"
"33";"Rio de Janeiro";"Indígena";"45 a 54 anos";"2372";"1047";"1325";"2279";"999";"1280";"93";"48";"45"
"33";"Rio de Janeiro";"Indígena";"55 a 64 anos";"2176";"910";"1266";"2028";"851";"1177";"148";"59";"89"
"33";"Rio de Janeiro";"Indígena";"65 anos ou mais";"2702";"932";"1770";"2362";"828";"1534";"340";"104";"236"
"35";"São Paulo";"Total";"Total";"36436075";"17327895";"19108180";"35302654";"16825916";"18476738";"1133421";"501979";"631442"
"35";"São Paulo";"Total";"15 a 19 anos";"2857669";"1460853";"1396816";"2830766";"1443458";"1387308";"26903";"17395";"9508"
"35";"São Paulo";"Total";"20 a 24 anos";"3210836";"1626745";"1584091";"3182301";"1608793";"1573508";"28535";"17952";"10583"
"35";"São Paulo";"Total";"25 a 34 anos";"6709409";"3323409";"3386000";"6646387";"3283408";"3362979";"63022";"40001";"23021"
"35";"São Paulo";"Total";"35 a 44 anos";"7304031";"3528010";"3776021";"7200248";"3465812";"3734436";"103783";"62198";"41585"
"35";"São Paulo";"Total";"45 a 54 anos";"6036285";"2862191";"3174094";"5864392";"2772259";"3092133";"171893";"89932";"81961"
"35";"São Paulo";"Total";"55 a 64 anos";"5032659";"2303931";"2728728";"4806005";"2202726";"2603279";"226654";"101205";"125449"
"35";"São Paulo";"Total";"65 anos ou mais";"5285186";"2222756";"3062430";"4772555";"2049460";"2723095";"512631";"173296";"339335"
"35";"São Paulo";"Branca";"Total";"21049562";"9716862";"11332700";"20571084";"9517889";"11053195";"478478";"198973";"279505"
"35";"São Paulo";"Branca";"15 a 19 anos";"1536544";"769584";"766960";"1523508";"761407";"762101";"13036";"8177";"4859"
"35";"São Paulo";"Branca";"20 a 24 anos";"1695063";"834659";"860404";"1681849";"826719";"855130";"13214";"7940";"5274"
"35";"São Paulo";"Branca";"25 a 34 anos";"3641428";"1752869";"1888559";"3614280";"1736462";"1877818";"27148";"16407";"10741"
"35";"São Paulo";"Branca";"35 a 44 anos";"4087845";"1915271";"2172574";"4048179";"1892313";"2155866";"39666";"22958";"16708"
"35";"São Paulo";"Branca";"45 a 54 anos";"3453235";"1591123";"1862112";"3390904";"1559366";"1831538";"62331";"31757";"30574"
"35";"São Paulo";"Branca";"55 a 64 anos";"3087633";"1392685";"1694948";"3002720";"1355313";"1647407";"84913";"37372";"47541"
"35";"São Paulo";"Branca";"65 anos ou mais";"3547814";"1460671";"2087143";"3309644";"1386309";"1923335";"238170";"74362";"163808"
"35";"São Paulo";"Preta";"Total";"3085524";"1562786";"1522738";"2942873";"1494369";"1448504";"142651";"68417";"74234"
"35";"São Paulo";"Preta";"15 a 19 anos";"229600";"122485";"107115";"227177";"120818";"106359";"2423";"1667";"756"
"35";"São Paulo";"Preta";"20 a 24 anos";"295859";"159243";"136616";"293018";"157287";"135731";"2841";"1956";"885"
"35";"São Paulo";"Preta";"25 a 34 anos";"630386";"337509";"292877";"623164";"332600";"290564";"7222";"4909";"2313"
"35";"São Paulo";"Preta";"35 a 44 anos";"667997";"347650";"320347";"654223";"338623";"315600";"13774";"9027";"4747"
"35";"São Paulo";"Preta";"45 a 54 anos";"525918";"266113";"259805";"502385";"252873";"249512";"23533";"13240";"10293"
"35";"São Paulo";"Preta";"55 a 64 anos";"387870";"183067";"204803";"356979";"168491";"188488";"30891";"14576";"16315"
"35";"São Paulo";"Preta";"65 anos ou mais";"347894";"146719";"201175";"285927";"123677";"162250";"61967";"23042";"38925"
"35";"São Paulo";"Amarela";"Total";"462221";"218390";"243831";"456205";"215775";"240430";"6016";"2615";"3401"
"35";"São Paulo";"Amarela";"15 a 19 anos";"21838";"10980";"10858";"21680";"10883";"10797";"158";"97";"61"
"35";"São Paulo";"Amarela";"20 a 24 anos";"25038";"12321";"12717";"24848";"12214";"12634";"190";"107";"83"
"35";"São Paulo";"Amarela";"25 a 34 anos";"57987";"28872";"29115";"57449";"28576";"28873";"538";"296";"242"
"35";"São Paulo";"Amarela";"35 a 44 anos";"78192";"38297";"39895";"77432";"37894";"39538";"760";"403";"357"
"35";"São Paulo";"Amarela";"45 a 54 anos";"71421";"34708";"36713";"70624";"34316";"36308";"797";"392";"405"
"35";"São Paulo";"Amarela";"55 a 64 anos";"70777";"33130";"37647";"69997";"32762";"37235";"780";"368";"412"
"35";"São Paulo";"Amarela";"65 anos ou mais";"136968";"60082";"76886";"134175";"59130";"75045";"2793";"952";"1841"
"35";"São Paulo";"Parda";"Total";"11794085";"5808856";"5985229";"11290191";"5577761";"5712430";"503894";"231095";"272799"
"35";"São Paulo";"Parda";"15 a 19 anos";"1066385";"556143";"510242";"1055147";"548712";"506435";"11238";"7431";"3807"
"35";"São Paulo";"Parda";"20 a 24 anos";"1190580";"618407";"572173";"1178352";"610486";"567866";"12228";"7921";"4307"
"35";"São Paulo";"Parda";"25 a 34 anos";"2370333";"1199523";"1170810";"2342345";"1181191";"1161154";"27988";"18332";"9656"
"35";"São Paulo";"Parda";"35 a 44 anos";"2461091";"1222439";"1238652";"2411761";"1192737";"1219024";"49330";"29702";"19628"
"35";"São Paulo";"Parda";"45 a 54 anos";"1978449";"966776";"1011673";"1893597";"922411";"971186";"84852";"44365";"40487"
"35";"São Paulo";"Parda";"55 a 64 anos";"1480579";"692526";"788053";"1371016";"643845";"727171";"109563";"48681";"60882"
"35";"São Paulo";"Parda";"65 anos ou mais";"1246668";"553042";"693626";"1037973";"478379";"559594";"208695";"74663";"134032"
"35";"São Paulo";"Indígena";"Total";"42500";"19871";"22629";"40172";"19019";"21153";"2328";"852";"1476"
"35";"São Paulo";"Indígena";"15 a 19 anos";"3150";"1596";"1554";"3102";"1573";"1529";"48";"23";"25"
"35";"São Paulo";"Indígena";"20 a 24 anos";"4069";"1972";"2097";"4011";"1948";"2063";"58";"24";"34"
"35";"São Paulo";"Indígena";"25 a 34 anos";"8801";"4366";"4435";"8681";"4314";"4367";"120";"52";"68"
"35";"São Paulo";"Indígena";"35 a 44 anos";"8431";"4082";"4349";"8186";"3978";"4208";"245";"104";"141"
"35";"São Paulo";"Indígena";"45 a 54 anos";"6913";"3308";"3605";"6537";"3131";"3406";"376";"177";"199"
"35";"São Paulo";"Indígena";"55 a 64 anos";"5536";"2399";"3137";"5042";"2197";"2845";"494";"202";"292"
"35";"São Paulo";"Indígena";"65 anos ou mais";"5600";"2148";"3452";"4613";"1878";"2735";"987";"270";"717"
"41";"Paraná";"Total";"Total";"9249083";"4456751";"4792332";"8850749";"4283683";"4567066";"398334";"173068";"225266"
"41";"Paraná";"Total";"15 a 19 anos";"761026";"386743";"374283";"754701";"382845";"371856";"6325";"3898";"2427"
"41";"Paraná";"Total";"20 a 24 anos";"846638";"426841";"419797";"839714";"422489";"417225";"6924";"4352";"2572"
"41";"Paraná";"Total";"25 a 34 anos";"1763352";"873801";"889551";"1747564";"864051";"883513";"15788";"9750";"6038"
"41";"Paraná";"Total";"35 a 44 anos";"1747303";"853072";"894231";"1719661";"837507";"882154";"27642";"15565";"12077"
"41";"Paraná";"Total";"45 a 54 anos";"1536252";"738393";"797859";"1482879";"712374";"770505";"53373";"26019";"27354"
"41";"Paraná";"Total";"55 a 64 anos";"1295642";"604651";"690991";"1208366";"566604";"641762";"87276";"38047";"49229"
"41";"Paraná";"Total";"65 anos ou mais";"1298870";"573250";"725620";"1097864";"497813";"600051";"201006";"75437";"125569"
"41";"Paraná";"Branca";"Total";"5957678";"2803031";"3154647";"5769358";"2722751";"3046607";"188320";"80280";"108040"
"41";"Paraná";"Branca";"15 a 19 anos";"468627";"234787";"233840";"465105";"232685";"232420";"3522";"2102";"1420"
"41";"Paraná";"Branca";"20 a 24 anos";"516529";"254779";"261750";"512745";"252502";"260243";"3784";"2277";"1507"
"41";"Paraná";"Branca";"25 a 34 anos";"1091973";"529532";"562441";"1084116";"524802";"559314";"7857";"4730";"3127"
"41";"Paraná";"Branca";"35 a 44 anos";"1112711";"528921";"583790";"1100755";"522215";"578540";"11956";"6706";"5250"
"41";"Paraná";"Branca";"45 a 54 anos";"986466";"462762";"523704";"964334";"451773";"512561";"22132";"10989";"11143"
"41";"Paraná";"Branca";"55 a 64 anos";"867768";"398010";"469758";"830167";"381323";"448844";"37601";"16687";"20914"
"41";"Paraná";"Branca";"65 anos ou mais";"913604";"394240";"519364";"812136";"357451";"454685";"101468";"36789";"64679"
"41";"Paraná";"Preta";"Total";"430532";"229305";"201227";"396109";"213285";"182824";"34423";"16020";"18403"
"41";"Paraná";"Preta";"15 a 19 anos";"27664";"15085";"12579";"27377";"14891";"12486";"287";"194";"93"
"41";"Paraná";"Preta";"20 a 24 anos";"37887";"21018";"16869";"37490";"20739";"16751";"397";"279";"118"
"41";"Paraná";"Preta";"25 a 34 anos";"86560";"48236";"38324";"85371";"47446";"37925";"1189";"790";"399"
"41";"Paraná";"Preta";"35 a 44 anos";"88594";"48685";"39909";"86149";"47158";"38991";"2445";"1527";"918"
"41";"Paraná";"Preta";"45 a 54 anos";"76995";"41280";"35715";"72306";"38834";"33472";"4689";"2446";"2243"
"41";"Paraná";"Preta";"55 a 64 anos";"59037";"29730";"29307";"50811";"25939";"24872";"8226";"3791";"4435"
"41";"Paraná";"Preta";"65 anos ou mais";"53795";"25271";"28524";"36605";"18278";"18327";"17190";"6993";"10197"
"41";"Paraná";"Amarela";"Total";"89123";"42738";"46385";"87904";"42235";"45669";"1219";"503";"716"
"41";"Paraná";"Amarela";"15 a 19 anos";"5182";"2562";"2620";"5152";"2543";"2609";"30";"19";"11"
"41";"Paraná";"Amarela";"20 a 24 anos";"6319";"3132";"3187";"6270";"3103";"3167";"49";"29";"20"
"41";"Paraná";"Amarela";"25 a 34 anos";"11948";"5905";"6043";"11872";"5859";"6013";"76";"46";"30"
"41";"Paraná";"Amarela";"35 a 44 anos";"14703";"7409";"7294";"14603";"7353";"7250";"100";"56";"44"
"41";"Paraná";"Amarela";"45 a 54 anos";"13682";"6607";"7075";"13542";"6536";"7006";"140";"71";"69"
"41";"Paraná";"Amarela";"55 a 64 anos";"13546";"6452";"7094";"13369";"6385";"6984";"177";"67";"110"
"41";"Paraná";"Amarela";"65 anos ou mais";"23743";"10671";"13072";"23096";"10456";"12640";"647";"215";"432"
"41";"Paraná";"Parda";"Total";"2751004";"1371470";"1379534";"2579031";"1296178";"1282853";"171973";"75292";"96681"
"41";"Paraná";"Parda";"15 a 19 anos";"256801";"132928";"123873";"254363";"131373";"122990";"2438";"1555";"883"
"41";"Paraná";"Parda";"20 a 24 anos";"283171";"146559";"136612";"280547";"144825";"135722";"2624";"1734";"890"
"41";"Paraná";"Parda";"25 a 34 anos";"568228";"287769";"280459";"561762";"283684";"278078";"6466";"4085";"2381"
"41";"Paraná";"Parda";"35 a 44 anos";"527706";"266269";"261437";"514882";"259129";"255753";"12824";"7140";"5684"
"41";"Paraná";"Parda";"45 a 54 anos";"456407";"226429";"229978";"430433";"214084";"216349";"25974";"12345";"13629"
"41";"Paraná";"Parda";"55 a 64 anos";"353099";"169377";"183722";"312309";"152068";"160241";"40790";"17309";"23481"
"41";"Paraná";"Parda";"65 anos ou mais";"305592";"142139";"163453";"224735";"111015";"113720";"80857";"31124";"49733"
"41";"Paraná";"Indígena";"Total";"20416";"10042";"10374";"18024";"9071";"8953";"2392";"971";"1421"
"41";"Paraná";"Indígena";"15 a 19 anos";"2736";"1374";"1362";"2688";"1346";"1342";"48";"28";"20"
"41";"Paraná";"Indígena";"20 a 24 anos";"2696";"1336";"1360";"2627";"1303";"1324";"69";"33";"36"
"41";"Paraná";"Indígena";"25 a 34 anos";"4554";"2308";"2246";"4355";"2210";"2145";"199";"98";"101"
"41";"Paraná";"Indígena";"35 a 44 anos";"3530";"1756";"1774";"3214";"1621";"1593";"316";"135";"181"
"41";"Paraná";"Indígena";"45 a 54 anos";"2652";"1295";"1357";"2214";"1127";"1087";"438";"168";"270"
"41";"Paraná";"Indígena";"55 a 64 anos";"2151";"1063";"1088";"1670";"870";"800";"481";"193";"288"
"41";"Paraná";"Indígena";"65 anos ou mais";"2097";"910";"1187";"1256";"594";"662";"841";"316";"525"
"42";"Santa Catarina";"Total";"Total";"6187151";"3022823";"3164328";"6021965";"2943714";"3078251";"165186";"79109";"86077"
"42";"Santa Catarina";"Total";"15 a 19 anos";"480629";"245134";"235495";"476842";"242724";"234118";"3787";"2410";"1377"
"42";"Santa Catarina";"Total";"20 a 24 anos";"574485";"292053";"282432";"570298";"289430";"280868";"4187";"2623";"1564"
"42";"Santa Catarina";"Total";"25 a 34 anos";"1260088";"631810";"628278";"1250668";"626049";"624619";"9420";"5761";"3659"
"42";"Santa Catarina";"Total";"35 a 44 anos";"1242561";"618166";"624395";"1228035";"609795";"618240";"14526";"8371";"6155"
"42";"Santa Catarina";"Total";"45 a 54 anos";"987339";"482416";"504923";"961379";"468674";"492705";"25960";"13742";"12218"
"42";"Santa Catarina";"Total";"55 a 64 anos";"847610";"403362";"444248";"811335";"385759";"425576";"36275";"17603";"18672"
"42";"Santa Catarina";"Total";"65 anos ou mais";"794439";"349882";"444557";"723408";"321283";"402125";"71031";"28599";"42432"
"42";"Santa Catarina";"Branca";"Total";"4747831";"2275090";"2472741";"4644202";"2225768";"2418434";"103629";"49322";"54307"
"42";"Santa Catarina";"Branca";"15 a 19 anos";"344847";"173896";"170951";"342258";"172294";"169964";"2589";"1602";"987"
"42";"Santa Catarina";"Branca";"20 a 24 anos";"402202";"199720";"202482";"399552";"198103";"201449";"2650";"1617";"1033"
"42";"Santa Catarina";"Branca";"25 a 34 anos";"909612";"445708";"463904";"903807";"442264";"461543";"5805";"3444";"2361"
"42";"Santa Catarina";"Branca";"35 a 44 anos";"936828";"456802";"480026";"928907";"452244";"476663";"7921";"4558";"3363"
