"Tabela 9542 - Pessoas de 15 anos ou mais de idade, total e as alfabetizadas, por sexo, cor ou raça e grupos de idade"
"Variável - Pessoas de 15 anos ou mais de idade (Pessoas)"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Ano x Alfabetização x Sexo"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"2022"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Total";;;"Alfabetizadas";;;"Não alfabetizadas"
"Cód.";"Brasil, Grande Região e Unidade da Federação";"Cor ou raça";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"13";"Amazonas";"Preta";"45 a 54 anos";"27321";"16528";"10793";"24147";"14484";"9663";"3174";"2044";"1130"
"13";"Amazonas";"Preta";"55 a 64 anos";"18778";"10976";"7802";"15033";"8836";"6197";"3745";"2140";"1605"
"13";"Amazonas";"Preta";"65 anos ou mais";"15579";"8443";"7136";"10218";"5567";"4651";"5361";"2876";"2485"
"13";"Amazonas";"Amarela";"Total";"5025";"2383";"2642";"4871";"2326";"2545";"154";"57";"97"
"13";"Amazonas";"Amarela";"15 a 19 anos";"454";"192";"262";"450";"191";"259";"4";"1";"3"
"13";"Amazonas";"Amarela";"20 a 24 anos";"456";"193";"263";"449";"190";"259";"7";"3";"4"
"13";"Amazonas";"Amarela";"25 a 34 anos";"959";"422";"537";"950";"419";"531";"9";"3";"6"
"13";"Amazonas";"Amarela";"35 a 44 anos";"1015";"485";"530";"1004";"479";"525";"11";"6";"5"
"13";"Amazonas";"Amarela";"45 a 54 anos";"891";"426";"465";"866";"420";"446";"25";"6";"19"
"13";"Amazonas";"Amarela";"55 a 64 anos";"554";"300";"254";"524";"287";"237";"30";"13";"17"
"13";"Amazonas";"Amarela";"65 anos ou mais";"696";"365";"331";"628";"340";"288";"68";"25";"43"
"13";"Amazonas";"Parda";"Total";"1989409";"981809";"1007600";"1865164";"915632";"949532";"124245";"66177";"58068"
"13";"Amazonas";"Parda";"15 a 19 anos";"253960";"129763";"124197";"249196";"126599";"122597";"4764";"3164";"1600"
"13";"Amazonas";"Parda";"20 a 24 anos";"252018";"126299";"125719";"247303";"123302";"124001";"4715";"2997";"1718"
"13";"Amazonas";"Parda";"25 a 34 anos";"440984";"215637";"225347";"430790";"209300";"221490";"10194";"6337";"3857"
"13";"Amazonas";"Parda";"35 a 44 anos";"410627";"202208";"208419";"392742";"191972";"200770";"17885";"10236";"7649"
"13";"Amazonas";"Parda";"45 a 54 anos";"289850";"143589";"146261";"266745";"130849";"135896";"23105";"12740";"10365"
"13";"Amazonas";"Parda";"55 a 64 anos";"188891";"92635";"96256";"163346";"79684";"83662";"25545";"12951";"12594"
"13";"Amazonas";"Parda";"65 anos ou mais";"153079";"71678";"81401";"115042";"53926";"61116";"38037";"17752";"20285"
"13";"Amazonas";"Indígena";"Total";"186650";"94727";"91923";"154089";"80135";"73954";"32561";"14592";"17969"
"13";"Amazonas";"Indígena";"15 a 19 anos";"33496";"17223";"16273";"31154";"16007";"15147";"2342";"1216";"1126"
"13";"Amazonas";"Indígena";"20 a 24 anos";"28439";"14301";"14138";"26343";"13287";"13056";"2096";"1014";"1082"
"13";"Amazonas";"Indígena";"25 a 34 anos";"42663";"21362";"21301";"38631";"19482";"19149";"4032";"1880";"2152"
"13";"Amazonas";"Indígena";"35 a 44 anos";"32180";"16402";"15778";"27016";"14181";"12835";"5164";"2221";"2943"
"13";"Amazonas";"Indígena";"45 a 54 anos";"21239";"11082";"10157";"15707";"8617";"7090";"5532";"2465";"3067"
"13";"Amazonas";"Indígena";"55 a 64 anos";"14590";"7435";"7155";"9175";"5094";"4081";"5415";"2341";"3074"
"13";"Amazonas";"Indígena";"65 anos ou mais";"14043";"6922";"7121";"6063";"3467";"2596";"7980";"3455";"4525"
"14";"Roraima";"Total";"Total";"450499";"224943";"225556";"419303";"207960";"211343";"31196";"16983";"14213"
"14";"Roraima";"Total";"15 a 19 anos";"56875";"28873";"28002";"54244";"27480";"26764";"2631";"1393";"1238"
"14";"Roraima";"Total";"20 a 24 anos";"58711";"29360";"29351";"56561";"28174";"28387";"2150";"1186";"964"
"14";"Roraima";"Total";"25 a 34 anos";"105431";"52170";"53261";"102352";"50513";"51839";"3079";"1657";"1422"
"14";"Roraima";"Total";"35 a 44 anos";"92723";"45883";"46840";"88856";"43624";"45232";"3867";"2259";"1608"
"14";"Roraima";"Total";"45 a 54 anos";"62831";"31241";"31590";"58040";"28468";"29572";"4791";"2773";"2018"
"14";"Roraima";"Total";"55 a 64 anos";"41553";"20936";"20617";"35868";"17764";"18104";"5685";"3172";"2513"
"14";"Roraima";"Total";"65 anos ou mais";"32375";"16480";"15895";"23382";"11937";"11445";"8993";"4543";"4450"
"14";"Roraima";"Branca";"Total";"93224";"44491";"48733";"89807";"42551";"47256";"3417";"1940";"1477"
"14";"Roraima";"Branca";"15 a 19 anos";"10607";"5170";"5437";"10487";"5093";"5394";"120";"77";"43"
"14";"Roraima";"Branca";"20 a 24 anos";"11202";"5427";"5775";"11069";"5332";"5737";"133";"95";"38"
"14";"Roraima";"Branca";"25 a 34 anos";"21484";"10200";"11284";"21253";"10063";"11190";"231";"137";"94"
"14";"Roraima";"Branca";"35 a 44 anos";"19373";"8948";"10425";"19002";"8719";"10283";"371";"229";"142"
"14";"Roraima";"Branca";"45 a 54 anos";"13261";"6231";"7030";"12732";"5902";"6830";"529";"329";"200"
"14";"Roraima";"Branca";"55 a 64 anos";"9403";"4665";"4738";"8688";"4257";"4431";"715";"408";"307"
"14";"Roraima";"Branca";"65 anos ou mais";"7894";"3850";"4044";"6576";"3185";"3391";"1318";"665";"653"
"14";"Roraima";"Preta";"Total";"40304";"23173";"17131";"36984";"20998";"15986";"3320";"2175";"1145"
"14";"Roraima";"Preta";"15 a 19 anos";"3823";"2148";"1675";"3772";"2115";"1657";"51";"33";"18"
"14";"Roraima";"Preta";"20 a 24 anos";"4689";"2644";"2045";"4620";"2596";"2024";"69";"48";"21"
"14";"Roraima";"Preta";"25 a 34 anos";"9139";"5240";"3899";"8988";"5136";"3852";"151";"104";"47"
"14";"Roraima";"Preta";"35 a 44 anos";"8754";"5017";"3737";"8383";"4729";"3654";"371";"288";"83"
"14";"Roraima";"Preta";"45 a 54 anos";"6306";"3711";"2595";"5704";"3307";"2397";"602";"404";"198"
"14";"Roraima";"Preta";"55 a 64 anos";"4156";"2395";"1761";"3398";"1884";"1514";"758";"511";"247"
"14";"Roraima";"Preta";"65 anos ou mais";"3437";"2018";"1419";"2119";"1231";"888";"1318";"787";"531"
"14";"Roraima";"Amarela";"Total";"640";"289";"351";"609";"272";"337";"31";"17";"14"
"14";"Roraima";"Amarela";"15 a 19 anos";"71";"34";"37";"70";"33";"37";"1";"1";"-"
"14";"Roraima";"Amarela";"20 a 24 anos";"74";"32";"42";"70";"29";"41";"4";"3";"1"
"14";"Roraima";"Amarela";"25 a 34 anos";"150";"68";"82";"148";"67";"81";"2";"1";"1"
"14";"Roraima";"Amarela";"35 a 44 anos";"126";"55";"71";"123";"53";"70";"3";"2";"1"
"14";"Roraima";"Amarela";"45 a 54 anos";"84";"30";"54";"83";"29";"54";"1";"1";"-"
"14";"Roraima";"Amarela";"55 a 64 anos";"67";"34";"33";"60";"31";"29";"7";"3";"4"
"14";"Roraima";"Amarela";"65 anos ou mais";"68";"36";"32";"55";"30";"25";"13";"6";"7"
"14";"Roraima";"Parda";"Total";"264619";"131286";"133333";"251587";"123740";"127847";"13032";"7546";"5486"
"14";"Roraima";"Parda";"15 a 19 anos";"32403";"16478";"15925";"32005";"16209";"15796";"398";"269";"129"
"14";"Roraima";"Parda";"20 a 24 anos";"34498";"17183";"17315";"34077";"16885";"17192";"421";"298";"123"
"14";"Roraima";"Parda";"25 a 34 anos";"62655";"30734";"31921";"61885";"30224";"31661";"770";"510";"260"
"14";"Roraima";"Parda";"35 a 44 anos";"55726";"27464";"28262";"54254";"26482";"27772";"1472";"982";"490"
"14";"Roraima";"Parda";"45 a 54 anos";"37350";"18369";"18981";"35069";"16965";"18104";"2281";"1404";"877"
"14";"Roraima";"Parda";"55 a 64 anos";"24310";"12054";"12256";"21241";"10334";"10907";"3069";"1720";"1349"
"14";"Roraima";"Parda";"65 anos ou mais";"17677";"9004";"8673";"13056";"6641";"6415";"4621";"2363";"2258"
"14";"Roraima";"Indígena";"Total";"50996";"25314";"25682";"39649";"20051";"19598";"11347";"5263";"6084"
"14";"Roraima";"Indígena";"15 a 19 anos";"9871";"4993";"4878";"7811";"3981";"3830";"2060";"1012";"1048"
"14";"Roraima";"Indígena";"20 a 24 anos";"8096";"3991";"4105";"6582";"3258";"3324";"1514";"733";"781"
"14";"Roraima";"Indígena";"25 a 34 anos";"11803";"5817";"5986";"9888";"4920";"4968";"1915";"897";"1018"
"14";"Roraima";"Indígena";"35 a 44 anos";"8616";"4329";"4287";"6976";"3581";"3395";"1640";"748";"892"
"14";"Roraima";"Indígena";"45 a 54 anos";"5752";"2855";"2897";"4385";"2227";"2158";"1367";"628";"739"
"14";"Roraima";"Indígena";"55 a 64 anos";"3578";"1767";"1811";"2448";"1242";"1206";"1130";"525";"605"
"14";"Roraima";"Indígena";"65 anos ou mais";"3280";"1562";"1718";"1559";"842";"717";"1721";"720";"1001"
"15";"Pará";"Total";"Total";"6129189";"3036421";"3092768";"5592512";"2732601";"2859911";"536677";"303820";"232857"
"15";"Pará";"Total";"15 a 19 anos";"726778";"369568";"357210";"709825";"358258";"351567";"16953";"11310";"5643"
"15";"Pará";"Total";"20 a 24 anos";"707887";"356294";"351593";"691018";"345223";"345795";"16869";"11071";"5798"
"15";"Pará";"Total";"25 a 34 anos";"1306506";"641894";"664612";"1264831";"614655";"650176";"41675";"27239";"14436"
"15";"Pará";"Total";"35 a 44 anos";"1255303";"621688";"633615";"1176440";"572189";"604251";"78863";"49499";"29364"
"15";"Pará";"Total";"45 a 54 anos";"909564";"454900";"454664";"806001";"392978";"413023";"103563";"61922";"41641"
"15";"Pará";"Total";"55 a 64 anos";"634117";"312813";"321304";"523280";"252284";"270996";"110837";"60529";"50308"
"15";"Pará";"Total";"65 anos ou mais";"589034";"279264";"309770";"421117";"197014";"224103";"167917";"82250";"85667"
"15";"Pará";"Branca";"Total";"1163952";"553529";"610423";"1087431";"512805";"574626";"76521";"40724";"35797"
"15";"Pará";"Branca";"15 a 19 anos";"137188";"66303";"70885";"134593";"64688";"69905";"2595";"1615";"980"
"15";"Pará";"Branca";"20 a 24 anos";"133122";"65856";"67266";"130474";"64189";"66285";"2648";"1667";"981"
"15";"Pará";"Branca";"25 a 34 anos";"232495";"113288";"119207";"226797";"109755";"117042";"5698";"3533";"2165"
"15";"Pará";"Branca";"35 a 44 anos";"230335";"108818";"121517";"220072";"102630";"117442";"10263";"6188";"4075"
"15";"Pará";"Branca";"45 a 54 anos";"172490";"81470";"91020";"159012";"73704";"85308";"13478";"7766";"5712"
"15";"Pará";"Branca";"55 a 64 anos";"126338";"60190";"66148";"111701";"52480";"59221";"14637";"7710";"6927"
"15";"Pará";"Branca";"65 anos ou mais";"131984";"57604";"74380";"104782";"45359";"59423";"27202";"12245";"14957"
"15";"Pará";"Preta";"Total";"665400";"364118";"301282";"587798";"316960";"270838";"77602";"47158";"30444"
"15";"Pará";"Preta";"15 a 19 anos";"64446";"34917";"29529";"62841";"33786";"29055";"1605";"1131";"474"
"15";"Pará";"Preta";"20 a 24 anos";"72257";"39232";"33025";"70558";"37990";"32568";"1699";"1242";"457"
"15";"Pará";"Preta";"25 a 34 anos";"138170";"75916";"62254";"133336";"72489";"60847";"4834";"3427";"1407"
"15";"Pará";"Preta";"35 a 44 anos";"139441";"77491";"61950";"128811";"70141";"58670";"10630";"7350";"3280"
"15";"Pará";"Preta";"45 a 54 anos";"106524";"59628";"46896";"91263";"49705";"41558";"15261";"9923";"5338"
"15";"Pará";"Preta";"55 a 64 anos";"75124";"40750";"34374";"57698";"30516";"27182";"17426";"10234";"7192"
"15";"Pará";"Preta";"65 anos ou mais";"69438";"36184";"33254";"43291";"22333";"20958";"26147";"13851";"12296"
"15";"Pará";"Amarela";"Total";"10501";"4619";"5882";"10029";"4382";"5647";"472";"237";"235"
"15";"Pará";"Amarela";"15 a 19 anos";"1027";"441";"586";"1013";"434";"579";"14";"7";"7"
"15";"Pará";"Amarela";"20 a 24 anos";"1079";"421";"658";"1066";"415";"651";"13";"6";"7"
"15";"Pará";"Amarela";"25 a 34 anos";"2098";"858";"1240";"2069";"840";"1229";"29";"18";"11"
"15";"Pará";"Amarela";"35 a 44 anos";"2023";"886";"1137";"1959";"849";"1110";"64";"37";"27"
"15";"Pará";"Amarela";"45 a 54 anos";"1474";"688";"786";"1392";"651";"741";"82";"37";"45"
"15";"Pará";"Amarela";"55 a 64 anos";"1102";"500";"602";"1014";"456";"558";"88";"44";"44"
"15";"Pará";"Amarela";"65 anos ou mais";"1698";"825";"873";"1516";"737";"779";"182";"88";"94"
"15";"Pará";"Parda";"Total";"4245912";"2092223";"2153689";"3871012";"1879567";"1991445";"374900";"212656";"162244"
"15";"Pará";"Parda";"15 a 19 anos";"516247";"263930";"252317";"504121";"255636";"248485";"12126";"8294";"3832"
"15";"Pará";"Parda";"20 a 24 anos";"494803";"247347";"247456";"482865";"239455";"243410";"11938";"7892";"4046"
"15";"Pará";"Parda";"25 a 34 anos";"923708";"446749";"476959";"893580";"426859";"466721";"30128";"19890";"10238"
"15";"Pará";"Parda";"35 a 44 anos";"876063";"430739";"445324";"819244";"395231";"424013";"56819";"35508";"21311"
"15";"Pará";"Parda";"45 a 54 anos";"624042";"310572";"313470";"550489";"266881";"283608";"73553";"43691";"29862"
"15";"Pará";"Parda";"55 a 64 anos";"428474";"209829";"218645";"350816";"167739";"183077";"77658";"42090";"35568"
"15";"Pará";"Parda";"65 anos ou mais";"382575";"183057";"199518";"269897";"127766";"142131";"112678";"55291";"57387"
"15";"Pará";"Indígena";"Total";"42526";"21291";"21235";"35424";"18317";"17107";"7102";"2974";"4128"
"15";"Pará";"Indígena";"15 a 19 anos";"7798";"3939";"3859";"7189";"3680";"3509";"609";"259";"350"
"15";"Pará";"Indígena";"20 a 24 anos";"6459";"3313";"3146";"5898";"3058";"2840";"561";"255";"306"
"15";"Pará";"Indígena";"25 a 34 anos";"9693";"4822";"4871";"8733";"4473";"4260";"960";"349";"611"
"15";"Pará";"Indígena";"35 a 44 anos";"7280";"3641";"3639";"6212";"3244";"2968";"1068";"397";"671"
"15";"Pará";"Indígena";"45 a 54 anos";"4943";"2482";"2461";"3763";"1984";"1779";"1180";"498";"682"
"15";"Pará";"Indígena";"55 a 64 anos";"3035";"1515";"1520";"2016";"1072";"944";"1019";"443";"576"
"15";"Pará";"Indígena";"65 anos ou mais";"3318";"1579";"1739";"1613";"806";"807";"1705";"773";"932"
"16";"Amapá";"Total";"Total";"535583";"263294";"272289";"500941";"245394";"255547";"34642";"17900";"16742"
"16";"Amapá";"Total";"15 a 19 anos";"67628";"34359";"33269";"66406";"33596";"32810";"1222";"763";"459"
"16";"Amapá";"Total";"20 a 24 anos";"69388";"34754";"34634";"68241";"34032";"34209";"1147";"722";"425"
"16";"Amapá";"Total";"25 a 34 anos";"121782";"59542";"62240";"119379";"58057";"61322";"2403";"1485";"918"
"16";"Amapá";"Total";"35 a 44 anos";"108926";"52796";"56130";"104299";"50209";"54090";"4627";"2587";"2040"
"16";"Amapá";"Total";"45 a 54 anos";"78327";"38418";"39909";"71636";"34757";"36879";"6691";"3661";"3030"
"16";"Amapá";"Total";"55 a 64 anos";"49379";"24379";"25000";"41823";"20591";"21232";"7556";"3788";"3768"
"16";"Amapá";"Total";"65 anos ou mais";"40153";"19046";"21107";"29157";"14152";"15005";"10996";"4894";"6102"
"16";"Amapá";"Branca";"Total";"108456";"50327";"58129";"103225";"47821";"55404";"5231";"2506";"2725"
"16";"Amapá";"Branca";"15 a 19 anos";"14444";"6945";"7499";"14188";"6800";"7388";"256";"145";"111"
"16";"Amapá";"Branca";"20 a 24 anos";"14509";"6952";"7557";"14293";"6823";"7470";"216";"129";"87"
"16";"Amapá";"Branca";"25 a 34 anos";"24591";"11635";"12956";"24178";"11385";"12793";"413";"250";"163"
"16";"Amapá";"Branca";"35 a 44 anos";"21339";"9814";"11525";"20681";"9439";"11242";"658";"375";"283"
"16";"Amapá";"Branca";"45 a 54 anos";"15228";"6812";"8416";"14311";"6332";"7979";"917";"480";"437"
"16";"Amapá";"Branca";"55 a 64 anos";"9711";"4507";"5204";"8769";"4065";"4704";"942";"442";"500"
"16";"Amapá";"Branca";"65 anos ou mais";"8634";"3662";"4972";"6805";"2977";"3828";"1829";"685";"1144"
"16";"Amapá";"Preta";"Total";"70433";"38446";"31987";"64953";"35156";"29797";"5480";"3290";"2190"
"16";"Amapá";"Preta";"15 a 19 anos";"7349";"4008";"3341";"7197";"3903";"3294";"152";"105";"47"
"16";"Amapá";"Preta";"20 a 24 anos";"8695";"4732";"3963";"8558";"4636";"3922";"137";"96";"41"
"16";"Amapá";"Preta";"25 a 34 anos";"15492";"8552";"6940";"15182";"8330";"6852";"310";"222";"88"
"16";"Amapá";"Preta";"35 a 44 anos";"14608";"7920";"6688";"13962";"7496";"6466";"646";"424";"222"
"16";"Amapá";"Preta";"45 a 54 anos";"11269";"6232";"5037";"10229";"5539";"4690";"1040";"693";"347"
"16";"Amapá";"Preta";"55 a 64 anos";"7215";"3960";"3255";"5823";"3142";"2681";"1392";"818";"574"
"16";"Amapá";"Preta";"65 anos ou mais";"5805";"3042";"2763";"4002";"2110";"1892";"1803";"932";"871"
"16";"Amapá";"Amarela";"Total";"610";"275";"335";"585";"262";"323";"25";"13";"12"
"16";"Amapá";"Amarela";"15 a 19 anos";"54";"19";"35";"54";"19";"35";"-";"-";"-"
"16";"Amapá";"Amarela";"20 a 24 anos";"67";"32";"35";"64";"30";"34";"3";"2";"1"
"16";"Amapá";"Amarela";"25 a 34 anos";"135";"60";"75";"134";"60";"74";"1";"-";"1"
"16";"Amapá";"Amarela";"35 a 44 anos";"148";"61";"87";"146";"60";"86";"2";"1";"1"
"16";"Amapá";"Amarela";"45 a 54 anos";"90";"39";"51";"86";"38";"48";"4";"1";"3"
"16";"Amapá";"Amarela";"55 a 64 anos";"62";"34";"28";"56";"30";"26";"6";"4";"2"
"16";"Amapá";"Amarela";"65 anos ou mais";"54";"30";"24";"45";"25";"20";"9";"5";"4"
"16";"Amapá";"Parda";"Total";"349737";"171012";"178725";"326462";"159166";"167296";"23275";"11846";"11429"
"16";"Amapá";"Parda";"15 a 19 anos";"44632";"22824";"21808";"43845";"22321";"21524";"787";"503";"284"
"16";"Amapá";"Parda";"20 a 24 anos";"45044";"22501";"22543";"44277";"22015";"22262";"767";"486";"281"
"16";"Amapá";"Parda";"25 a 34 anos";"80019";"38501";"41518";"78391";"37508";"40883";"1628";"993";"635"
"16";"Amapá";"Parda";"35 a 44 anos";"71706";"34434";"37272";"68503";"32691";"35812";"3203";"1743";"1460"
"16";"Amapá";"Parda";"45 a 54 anos";"51039";"24954";"26085";"46430";"22511";"23919";"4609";"2443";"2166"
"16";"Amapá";"Parda";"55 a 64 anos";"31968";"15659";"16309";"26888";"13181";"13707";"5080";"2478";"2602"
"16";"Amapá";"Parda";"65 anos ou mais";"25329";"12139";"13190";"18128";"8939";"9189";"7201";"3200";"4001"
"16";"Amapá";"Indígena";"Total";"6336";"3227";"3109";"5705";"2982";"2723";"631";"245";"386"
"16";"Amapá";"Indígena";"15 a 19 anos";"1147";"561";"586";"1120";"551";"569";"27";"10";"17"
"16";"Amapá";"Indígena";"20 a 24 anos";"1072";"537";"535";"1048";"528";"520";"24";"9";"15"
"16";"Amapá";"Indígena";"25 a 34 anos";"1541";"792";"749";"1490";"772";"718";"51";"20";"31"
"16";"Amapá";"Indígena";"35 a 44 anos";"1122";"565";"557";"1004";"521";"483";"118";"44";"74"
"16";"Amapá";"Indígena";"45 a 54 anos";"700";"380";"320";"579";"336";"243";"121";"44";"77"
"16";"Amapá";"Indígena";"55 a 64 anos";"423";"219";"204";"287";"173";"114";"136";"46";"90"
"16";"Amapá";"Indígena";"65 anos ou mais";"331";"173";"158";"177";"101";"76";"154";"72";"82"
"17";"Tocantins";"Total";"Total";"1160474";"577912";"582562";"1055334";"519406";"535928";"105140";"58506";"46634"
"17";"Tocantins";"Total";"15 a 19 anos";"125373";"63370";"62003";"123670";"62254";"61416";"1703";"1116";"587"
"17";"Tocantins";"Total";"20 a 24 anos";"123471";"61904";"61567";"121835";"60858";"60977";"1636";"1046";"590"
"17";"Tocantins";"Total";"25 a 34 anos";"232520";"114058";"118462";"227975";"111144";"116831";"4545";"2914";"1631"
"17";"Tocantins";"Total";"35 a 44 anos";"234998";"115953";"119045";"224133";"109188";"114945";"10865";"6765";"4100"
"17";"Tocantins";"Total";"45 a 54 anos";"182061";"90985";"91076";"164236";"80199";"84037";"17825";"10786";"7039"
"17";"Tocantins";"Total";"55 a 64 anos";"131587";"65832";"65755";"108433";"53046";"55387";"23154";"12786";"10368"
"17";"Tocantins";"Total";"65 anos ou mais";"130464";"65810";"64654";"85052";"42717";"42335";"45412";"23093";"22319"
"17";"Tocantins";"Branca";"Total";"266975";"130833";"136142";"249731";"121498";"128233";"17244";"9335";"7909"
"17";"Tocantins";"Branca";"15 a 19 anos";"27278";"13299";"13979";"26960";"13108";"13852";"318";"191";"127"
"17";"Tocantins";"Branca";"20 a 24 anos";"26500";"13040";"13460";"26175";"12849";"13326";"325";"191";"134"
"17";"Tocantins";"Branca";"25 a 34 anos";"49442";"24017";"25425";"48707";"23559";"25148";"735";"458";"277"
"17";"Tocantins";"Branca";"35 a 44 anos";"52334";"25178";"27156";"50781";"24212";"26569";"1553";"966";"587"
"17";"Tocantins";"Branca";"45 a 54 anos";"42792";"20948";"21844";"40236";"19409";"20827";"2556";"1539";"1017"
"17";"Tocantins";"Branca";"55 a 64 anos";"32749";"16554";"16195";"29430";"14712";"14718";"3319";"1842";"1477"
"17";"Tocantins";"Branca";"65 anos ou mais";"35880";"17797";"18083";"27442";"13649";"13793";"8438";"4148";"4290"
"17";"Tocantins";"Preta";"Total";"167683";"91048";"76635";"144574";"77338";"67236";"23109";"13710";"9399"
"17";"Tocantins";"Preta";"15 a 19 anos";"15078";"8058";"7020";"14835";"7885";"6950";"243";"173";"70"
"17";"Tocantins";"Preta";"20 a 24 anos";"17412";"9347";"8065";"17134";"9146";"7988";"278";"201";"77"
"17";"Tocantins";"Preta";"25 a 34 anos";"33856";"18374";"15482";"33090";"17831";"15259";"766";"543";"223"
"17";"Tocantins";"Preta";"35 a 44 anos";"34236";"18760";"15476";"31968";"17202";"14766";"2268";"1558";"710"
"17";"Tocantins";"Preta";"45 a 54 anos";"27021";"14967";"12054";"23012";"12379";"10633";"4009";"2588";"1421"
"17";"Tocantins";"Preta";"55 a 64 anos";"19693";"10576";"9117";"14352";"7484";"6868";"5341";"3092";"2249"
"17";"Tocantins";"Preta";"65 anos ou mais";"20387";"10966";"9421";"10183";"5411";"4772";"10204";"5555";"4649"
"17";"Tocantins";"Amarela";"Total";"2842";"1199";"1643";"2672";"1120";"1552";"170";"79";"91"
"17";"Tocantins";"Amarela";"15 a 19 anos";"278";"112";"166";"276";"110";"166";"2";"2";"-"
"17";"Tocantins";"Amarela";"20 a 24 anos";"306";"110";"196";"302";"106";"196";"4";"4";"-"
"17";"Tocantins";"Amarela";"25 a 34 anos";"592";"264";"328";"582";"261";"321";"10";"3";"7"
"17";"Tocantins";"Amarela";"35 a 44 anos";"576";"222";"354";"563";"216";"347";"13";"6";"7"
"17";"Tocantins";"Amarela";"45 a 54 anos";"429";"181";"248";"399";"165";"234";"30";"16";"14"
"17";"Tocantins";"Amarela";"55 a 64 anos";"309";"136";"173";"271";"124";"147";"38";"12";"26"
"17";"Tocantins";"Amarela";"65 anos ou mais";"352";"174";"178";"279";"138";"141";"73";"36";"37"
"17";"Tocantins";"Parda";"Total";"711776";"349278";"362498";"648898";"314500";"334398";"62878";"34778";"28100"
"17";"Tocantins";"Parda";"15 a 19 anos";"80673";"40894";"39779";"79606";"40181";"39425";"1067";"713";"354"
"17";"Tocantins";"Parda";"20 a 24 anos";"77474";"38512";"38962";"76534";"37905";"38629";"940";"607";"333"
"17";"Tocantins";"Parda";"25 a 34 anos";"145987";"70042";"75945";"143140";"68195";"74945";"2847";"1847";"1000"
"17";"Tocantins";"Parda";"35 a 44 anos";"145999";"70878";"75121";"139304";"66740";"72564";"6695";"4138";"2557"
"17";"Tocantins";"Parda";"45 a 54 anos";"110604";"54288";"56316";"99660";"47730";"51930";"10944";"6558";"4386"
"17";"Tocantins";"Parda";"55 a 64 anos";"78063";"38192";"39871";"63893";"30453";"33440";"14170";"7739";"6431"
"17";"Tocantins";"Parda";"65 anos ou mais";"72976";"36472";"36504";"46761";"23296";"23465";"26215";"13176";"13039"
"17";"Tocantins";"Indígena";"Total";"11152";"5527";"5625";"9418";"4927";"4491";"1734";"600";"1134"
"17";"Tocantins";"Indígena";"15 a 19 anos";"2064";"1006";"1058";"1991";"969";"1022";"73";"37";"36"
"17";"Tocantins";"Indígena";"20 a 24 anos";"1774";"891";"883";"1685";"848";"837";"89";"43";"46"
"17";"Tocantins";"Indígena";"25 a 34 anos";"2633";"1357";"1276";"2446";"1294";"1152";"187";"63";"124"
"17";"Tocantins";"Indígena";"35 a 44 anos";"1845";"910";"935";"1510";"814";"696";"335";"96";"239"
"17";"Tocantins";"Indígena";"45 a 54 anos";"1207";"598";"609";"923";"514";"409";"284";"84";"200"
"17";"Tocantins";"Indígena";"55 a 64 anos";"765";"367";"398";"481";"268";"213";"284";"99";"185"
"17";"Tocantins";"Indígena";"65 anos ou mais";"864";"398";"466";"382";"220";"162";"482";"178";"304"
"21";"Maranhão";"Total";"Total";"5131119";"2491137";"2639982";"4358810";"2066556";"2292254";"772309";"424581";"347728"
"21";"Maranhão";"Total";"15 a 19 anos";"612914";"311432";"301482";"595759";"299230";"296529";"17155";"12202";"4953"
"21";"Maranhão";"Total";"20 a 24 anos";"572449";"285307";"287142";"555512";"273671";"281841";"16937";"11636";"5301"
"21";"Maranhão";"Total";"25 a 34 anos";"1041113";"504305";"536808";"993824";"472857";"520967";"47289";"31448";"15841"
"21";"Maranhão";"Total";"35 a 44 anos";"1041002";"505442";"535560";"923655";"433540";"490115";"117347";"71902";"45445"
"21";"Maranhão";"Total";"45 a 54 anos";"739734";"358617";"381117";"590441";"271346";"319095";"149293";"87271";"62022"
"21";"Maranhão";"Total";"55 a 64 anos";"551414";"259642";"291772";"388178";"174955";"213223";"163236";"84687";"78549"
"21";"Maranhão";"Total";"65 anos ou mais";"572493";"266392";"306101";"311441";"140957";"170484";"261052";"125435";"135617"
"21";"Maranhão";"Branca";"Total";"1023614";"481473";"542141";"904682";"418656";"486026";"118932";"62817";"56115"
"21";"Maranhão";"Branca";"15 a 19 anos";"115260";"56270";"58990";"112518";"54461";"58057";"2742";"1809";"933"
"21";"Maranhão";"Branca";"20 a 24 anos";"110506";"54693";"55813";"107741";"52852";"54889";"2765";"1841";"924"
"21";"Maranhão";"Branca";"25 a 34 anos";"198198";"95484";"102714";"191319";"91094";"100225";"6879";"4390";"2489"
"21";"Maranhão";"Branca";"35 a 44 anos";"202315";"95431";"106884";"185753";"85323";"100430";"16562";"10108";"6454"
"21";"Maranhão";"Branca";"45 a 54 anos";"150079";"69737";"80342";"129051";"57495";"71556";"21028";"12242";"8786"
"21";"Maranhão";"Branca";"55 a 64 anos";"113414";"51859";"61555";"90587";"40158";"50429";"22827";"11701";"11126"
